Entity,Code,Year,Annual CO₂ emissions,Other renewables (including geothermal and biomass) - TWh,Biofuels consumption - TWh,Solar consumption - TWh,Wind consumption - TWh,Hydro consumption - TWh,Nuclear consumption - TWh,Gas consumption - TWh,Coal consumption - TWh,Oil consumption - TWh
Slovenia,SVN,2017,14616684.0,0.9184031,0.28174332,0.7096675,0.01429,9.670862,15.713181,8.62206,13.194513,30.5679
Slovenia,SVN,2018,14519869.0,0.8522406,0.84147614,0.6342314,0.014977612,11.702289,14.369251,8.530561,12.898891,31.447231
Slovenia,SVN,2019,14039440.0,0.8006625,1.0989283,0.75009656,0.015222771,11.087611,14.409052,8.56711,12.194521,29.976591
Slovenia,SVN,2020,12854909.0,0.86680317,1.0807225,0.9091259,0.015434568,12.182864,15.685842,8.551606,11.74366,25.082165
Slovenia,SVN,2021,13058881.0,0.8765625,1.1914629,1.1160419,0.013775863,11.60717,14.054068,9.00705,10.787278,26.84194
Slovenia,SVN,2022,12701291.0,0.8509719,0.91325,1.5862089,0.014081081,7.7358894,13.772746,7.9449115,8.716149,28.227678
Slovenia,SVN,2023,11328390.0,0.93579376,1.0927898,2.4008758,0.015541464,12.24577,13.665868,7.666729,8.327312,26.136494
Spain,ESP,2013,251941740.0,16.532566,13.624736,33.531685,142.62692,94.06624,145.09293,303.28094,132.54712,675.85834
Spain,ESP,2014,254181220.0,16.918928,14.459287,34.791416,132.3486,99.666664,145.81425,275.239,135.36157,678.84143
Spain,ESP,2015,270740220.0,18.013023,14.788264,35.084633,124.87341,71.2405,145.07594,285.43784,159.17296,701.32794
Spain,ESP,2016,259624910.0,17.702126,16.869535,34.27563,122.8995,91.42103,147.28383,291.21594,122.07011,719.22076
Spain,ESP,2017,273579840.0,18.99375,19.43881,35.801678,122.8175,45.805,145.28006,317.12115,156.40977,723.65344
Spain,ESP,2018,268589920.0,19.298584,25.525328,31.701492,126.606964,85.40796,138.72139,314.9725,134.02187,733.6454
Spain,ESP,2019,250596060.0,17.615828,25.091244,37.396748,131.40858,55.658604,144.25047,359.74472,58.98408,735.607
Spain,ESP,2020,211842610.0,19.178871,22.690935,51.029976,139.3671,75.32525,143.94922,324.9023,34.386036,591.8298
Spain,ESP,2021,229069380.0,21.534388,22.30028,66.74384,152.85962,72.97044,139.3202,343.24298,37.361004,654.14606
Spain,ESP,2022,234657020.0,21.098488,21.762802,87.7715,154.26044,43.218674,143.95578,329.74158,43.479256,726.3689
Spain,ESP,2023,221615650.0,18.289062,28.804773,118.50243,156.7683,60.965855,138.71465,294.72507,30.411484,697.13385
Sweden,SWE,2013,45201720.0,35.78125,6.3670535,0.08951407,25.171928,156.9339,169.96553,10.2365,24.411753,158.01923
Sweden,SWE,2014,43472692.0,33.425,7.5423656,0.11959287,28.585487,162.24673,165.08034,8.403749,23.033634,155.69562
Sweden,SWE,2015,43418144.0,33.640625,8.966756,0.24556962,41.323387,190.66452,142.65375,9.335751,23.101635,153.64815
Sweden,SWE,2016,43413624.0,35.897118,11.013893,0.3592965,38.892994,156.11502,158.54497,9.988999,22.635933,158.83817
Sweden,SWE,2017,42438436.0,37.7375,10.434571,0.575,44.021812,162.65666,164.23979,9.61625,22.60179,161.7447
Sweden,SWE,2018,42058476.0,37.228127,12.33052,0.9726368,41.335136,154.59595,170.52013,10.16875,22.511425,142.69774
Sweden,SWE,2019,40833570.0,40.7375,12.658441,1.641089,49.125206,161.62675,163.68773,10.279,22.514366,145.29596
Sweden,SWE,2020,36702516.0,34.928123,12.786825,2.5555556,67.965965,178.48398,121.47658,9.90925,18.611954,134.4504
Sweden,SWE,2021,38633692.0,40.88125,14.205548,3.7118227,66.76932,181.75894,130.45578,10.62825,18.925024,147.19507
Sweden,SWE,2022,37474410.0,41.0375,17.426626,4.823096,81.22842,171.51842,127.62768,7.9977503,18.444506,132.62907
Sweden,SWE,2023,36556280.0,36.5625,15.620033,7.556098,83.10881,161.19733,118.21967,8.774,18.646727,129.90118
Switzerland,CHE,2013,43171428.0,5.021875,0.126065,1.2787724,0.23017904,98.37524,66.95652,35.841667,1.5472223,141.59218
Switzerland,CHE,2014,39221056.0,5.221875,0.25013167,2.1424937,0.25699747,96.79402,70.630775,31.047222,1.5833334,128.45525
Switzerland,CHE,2015,38718970.0,5.0031247,0.58062387,2.8329113,0.278481,96.86543,58.880745,33.172222,1.4472222,129.56079
Switzerland,CHE,2016,39172084.0,5.390625,0.9312161,3.349246,0.27386934,87.004845,53.517586,34.85,1.3305556,122.34929
Switzerland,CHE,2017,38164800.0,5.74375,1.4777197,4.2075,0.3325,85.23841,51.313156,34.997223,1.2805556,125.38493
Switzerland,CHE,2018,36859040.0,5.659375,1.8982583,4.8383083,0.3034826,86.092514,60.731342,33.197224,1.1916667,120.37151
Switzerland,CHE,2019,36720796.0,5.81875,2.0805686,5.391089,0.36138612,93.15338,62.574257,34.058334,1.0666666,123.53284
Switzerland,CHE,2020,34228228.0,6.15,2.0717869,6.417284,0.3580247,92.50243,56.76543,34.14722,1.0277778,102.537796
Switzerland,CHE,2021,35779836.0,6.228125,1.8285494,7.0,0.35714287,90.072624,45.640396,28.038887,1.0361111,102.78785
Switzerland,CHE,2022,32818890.0,6.2656255,1.8194292,9.4791155,0.3685504,72.641594,56.7887,37.030556,1.0777777,105.80339
Switzerland,CHE,2023,32737300.0,6.2656255,2.0551934,11.278049,0.41219512,90.19482,56.912193,33.96389,0.85,107.32253
Turkey,TUR,2013,347331740.0,7.0067434,4.348278,0.017351957,19.328516,151.97061,0.0,439.66486,367.09164,412.15067
Turkey,TUR,2014,364028300.0,10.770513,1.6016667,0.04427481,21.679516,103.42162,0.0,466.4653,420.1454,423.3022
Turkey,TUR,2015,384929660.0,14.579823,1.2051111,0.49144304,29.499922,169.98947,0.0,459.59042,404.0261,498.6641
Turkey,TUR,2016,405950200.0,20.166344,1.1937778,2.6208541,38.98769,168.92188,0.0,445.046,447.26016,533.83057
Turkey,TUR,2017,430900860.0,25.785938,1.2692778,7.2232504,44.7595,145.54625,0.0,515.6808,458.91183,578.77844
Turkey,TUR,2018,422058620.0,31.50161,1.6243889,19.402487,49.624874,149.10074,0.0,472.3252,475.22025,579.38214
Turkey,TUR,2019,402692260.0,38.98267,1.8093889,22.895615,53.78889,219.85835,0.0,433.57544,487.52646,576.5308
Turkey,TUR,2020,412926880.0,45.273785,1.1617302,27.037481,61.304253,192.82559,0.0,462.15213,472.3668,547.5774
Turkey,TUR,2021,452702800.0,53.94076,1.2868503,34.342022,77.43042,137.75076,0.0,572.8757,482.32193,581.60455
Turkey,TUR,2022,437305340.0,60.021908,1.5650191,41.492805,85.86105,164.1339,0.0,509.39526,488.70157,606.453
Turkey,TUR,2023,432077340.0,62.367355,1.5953628,53.879417,83.19281,156.10353,0.0,480.76877,465.49948,645.44495
Ukraine,UKR,2013,297479000.0,0.315625,0.49133334,1.4578005,1.6332481,35.30642,212.81075,476.99115,481.796,151.43329
Ukraine,UKR,2014,257639000.0,0.40625,0.47644445,1.091603,2.875827,21.573204,224.90865,403.17108,413.7489,133.5871
Ukraine,UKR,2015,223787570.0,0.453125,0.39455554,1.2063291,2.7453165,13.661569,221.84152,319.88693,318.0107,119.473564
Ukraine,UKR,2016,233961020.0,0.425,0.43177778,1.2331659,2.3964825,19.285929,203.39195,314.20847,377.3935,125.16151
Ukraine,UKR,2017,223080820.0,0.6559375,0.52111113,1.80425,2.4585,22.369024,213.9405,301.90512,299.5539,125.789345
Ukraine,UKR,2018,231663820.0,0.93906254,0.4168889,2.7549748,2.956219,25.939552,209.94553,305.69077,326.27963,130.70653
Ukraine,UKR,2019,221943170.0,1.2715625,0.9901111,7.2594056,5.000495,16.109652,205.45222,282.9769,303.2639,128.96898
Ukraine,UKR,2020,206823860.0,2.360625,0.57471114,13.257284,8.06,18.676058,188.15482,293.38742,265.7106,121.78443
Ukraine,UKR,2021,210153310.0,2.85275,0.6225775,16.02037,9.415518,25.7234,212.33055,272.56638,264.8816,123.14044
Ukraine,UKR,2022,141126370.0,2.4253125,0.5531586,12.470762,3.4832926,27.083538,152.77985,182.65732,124.5653,107.29504
Ukraine,UKR,2023,136460590.0,3.270328,0.561592,13.922468,2.3010755,31.042896,127.073166,187.38939,107.56686,109.06072
United Kingdom,GBR,2013,477611260.0,56.577785,11.84809,5.141335,72.62698,12.02432,180.58026,763.2576,434.92456,840.3036
United Kingdom,GBR,2014,438807070.0,70.69139,13.535254,10.3156805,81.32123,14.981804,162.20854,700.55524,351.19415,838.9754
United Kingdom,GBR,2015,422460800.0,91.4343,10.818647,19.070541,101.96131,15.9424515,178.08835,720.4544,277.32315,849.98486
United Kingdom,GBR,2016,399430140.0,93.954796,10.962703,26.150574,93.36539,13.493931,180.21628,798.98334,141.17226,873.85614
United Kingdom,GBR,2017,387367140.0,99.68212,10.826573,28.6431,124.102875,14.7045,175.84076,782.28784,114.22661,884.00006
United Kingdom,GBR,2018,379729760.0,109.721565,15.25993,31.513432,141.56122,13.540546,161.85023,788.487,96.41525,870.51447
United Kingdom,GBR,2019,364753280.0,117.313126,20.267782,30.737745,158.00714,14.685395,139.06929,778.7376,68.912865,846.47516
United Kingdom,GBR,2020,326263200.0,120.551254,19.024101,30.98,186.72371,16.98321,124.047165,734.6376,62.80258,666.9992
United Kingdom,GBR,2021,344510080.0,125.02031,16.84095,29.873154,159.91109,13.345813,113.55641,769.54376,64.27238,681.0371
United Kingdom,GBR,2022,313834780.0,112.037506,23.016495,32.77371,197.89313,13.908599,116.46315,704.8815,59.256477,730.23615
United Kingdom,GBR,2023,305146340.0,106.55625,26.674082,33.86439,200.75293,13.506342,99.01463,636.1966,51.03411,741.4178
